Location,TCFDCategoryName,TCFDSubCatName,RiskFactorName,ScenarioName,RiskYear,ValueAtRisk,ParentCorpID,LocationID
MU,  Transition Risk,Policy and Legal,Carbon pricing ,RCP8.5,2010,2.36448,1
EGRX,  Physical Risk,Chronic,Coastal flooding ,RCP8.5,2090,80,21
EGRX,  Physical Risk,Chronic,Drought ,RCP8.5,2010,0,21
EGRX,  Physical Risk,Chronic,Drought ,RCP8.5,2020,0,21
EGRX,  Physical Risk,Chronic,Drought ,RCP8.5,2030,0,21
EGRX,  Physical Risk,Chronic,Drought ,RCP8.5,2040,4.5,21
EGRX,  Physical Risk,Chronic,Drought ,RCP8.5,2050,0,21
EGRX,  Physical Risk,Chronic,Drought ,RCP8.5,2060,0,21
EGRX,  Physical Risk,Chronic,Drought ,RCP8.5,2070,0,21
EGRX,  Physical Risk,Chronic,Drought ,RCP8.5,2080,9,21
EGRX,  Physical Risk,Chronic,Drought ,RCP8.5,2090,22.5,21
EGRX,  Physical Risk,Acute,Employee impacts ,RCP8.5,2010,0.034386,21
EGRX,  Physical Risk,Acute,Employee impacts ,RCP8.5,2020,0.00582,21
EGRX,  Physical Risk,Acute,Employee impacts ,RCP8.5,2030,0.49167,21
EGRX,  Physical Risk,Acute,Employee impacts ,RCP8.5,2040,1.04346,21
EGRX,  Physical Risk,Acute,Employee impacts ,RCP8.5,2050,1.38041,21
EGRX,  Physical Risk,Acute,Employee impacts ,RCP8.5,2060,2.56418,21
EGRX,  Physical Risk,Acute,Employee impacts ,RCP8.5,2070,3.70261,21
EGRX,  Physical Risk,Acute,Employee impacts ,RCP8.5,2080,4.38319,21
EGRX,  Physical Risk,Acute,Employee impacts ,RCP8.5,2090,5.61173,21
EGRX,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2010,0.091696,21
EGRX,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2020,0.01552,21
EGRX,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2030,1.31112,21
EGRX,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2040,2.78256,21
EGRX,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2050,3.68109,21
EGRX,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2060,6.8378,21
EGRX,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2070,9.87364,21
EGRX,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2080,11.6885,21
EGRX,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2090,14.9646,21
EGRX,  Opportunity,Resilience,Energy resilience ,RCP8.5,2010,0.085965,21
EGRX,  Opportunity,Resilience,Energy resilience ,RCP8.5,2020,0.01455,21
EGRX,  Opportunity,Resilience,Energy resilience ,RCP8.5,2030,1.22917,21
EGRX,  Opportunity,Resilience,Energy resilience ,RCP8.5,2040,2.60866,21
EGRX,  Opportunity,Resilience,Energy resilience ,RCP8.5,2050,3.45102,21
EGRX,  Opportunity,Resilience,Energy resilience ,RCP8.5,2060,6.41043,21
EGRX,  Opportunity,Resilience,Energy resilience ,RCP8.5,2070,9.25655,21
EGRX,  Opportunity,Resilience,Energy resilience ,RCP8.5,2080,10.958,21
EGRX,  Opportunity,Resilience,Energy resilience ,RCP8.5,2090,14.0293,21
EGRX,  Transition Risk,Policy and Legal,Litigation risk ,RCP8.5,2010,0.045848,21
EGRX,  Transition Risk,Policy and Legal,Litigation risk ,RCP8.5,2020,0.00776,21
EGRX,  Transition Risk,Policy and Legal,Litigation risk ,RCP8.5,2030,0.65556,21
EGRX,  Transition Risk,Policy and Legal,Litigation risk ,RCP8.5,2040,1.39128,21
EGRX,  Transition Risk,Policy and Legal,Litigation risk ,RCP8.5,2050,1.84054,21
EGRX,  Transition Risk,Policy and Legal,Litigation risk ,RCP8.5,2060,3.4189,21
EGRX,  Transition Risk,Policy and Legal,Litigation risk ,RCP8.5,2070,4.93682,21
EGRX,  Transition Risk,Policy and Legal,Litigation risk ,RCP8.5,2080,5.84425,21
EGRX,  Transition Risk,Policy and Legal,Litigation risk ,RCP8.5,2090,7.48231,21
EGRX,  Opportunity,Resource Efficiency,Materials Efficiency ,RCP8.5,2010,0.068772,21
EGRX,  Opportunity,Resource Efficiency,Materials Efficiency ,RCP8.5,2020,0.01164,21
EGRX,  Opportunity,Resource Efficiency,Materials Efficiency ,RCP8.5,2030,0.98334,21
EGRX,  Opportunity,Resource Efficiency,Materials Efficiency ,RCP8.5,2040,2.08692,21
EGRX,  Opportunity,Resource Efficiency,Materials Efficiency ,RCP8.5,2050,2.76082,21
EGRX,  Opportunity,Resource Efficiency,Materials Efficiency ,RCP8.5,2060,5.12834,21
EGRX,  Opportunity,Resource Efficiency,Materials Efficiency ,RCP8.5,2070,7.40523,21
EGRX,  Opportunity,Resource Efficiency,Materials Efficiency ,RCP8.5,2080,8.76639,21
EGRX,  Opportunity,Resource Efficiency,Materials Efficiency ,RCP8.5,2090,11.2235,21
EGRX,  Transition Risk,Reputation,Materials cost ,RCP8.5,2010,0.05731,21
EGRX,  Transition Risk,Reputation,Materials cost ,RCP8.5,2020,0.0097,21
EGRX,  Transition Risk,Reputation,Materials cost ,RCP8.5,2030,0.81945,21
EGRX,  Transition Risk,Reputation,Materials cost ,RCP8.5,2040,1.7391,21
EGRX,  Transition Risk,Reputation,Materials cost ,RCP8.5,2050,2.30068,21
EGRX,  Transition Risk,Reputation,Materials cost ,RCP8.5,2060,4.27362,21
EGRX,  Transition Risk,Reputation,Materials cost ,RCP8.5,2070,6.17103,21
EGRX,  Transition Risk,Reputation,Materials cost ,RCP8.5,2080,7.30532,21
EGRX,  Transition Risk,Reputation,Materials cost ,RCP8.5,2090,9.35289,21
EGRX,  Transition Risk,Technology,New technology ,RCP8.5,2010,0.040117,21
EGRX,  Transition Risk,Technology,New technology ,RCP8.5,2020,0.00679,21
EGRX,  Transition Risk,Technology,New technology ,RCP8.5,2030,0.573615,21
EGRX,  Transition Risk,Technology,New technology ,RCP8.5,2040,1.21737,21
EGRX,  Transition Risk,Technology,New technology ,RCP8.5,2050,1.61048,21
EGRX,  Transition Risk,Technology,New technology ,RCP8.5,2060,2.99153,21
EGRX,  Transition Risk,Technology,New technology ,RCP8.5,2070,4.31972,21
EGRX,  Transition Risk,Technology,New technology ,RCP8.5,2080,5.11373,21
EGRX,  Transition Risk,Technology,New technology ,RCP8.5,2090,6.54702,21
EGRX,  Opportunity,Energy Source,Renewable price stability ,RCP8.5,2010,0.017193,21
EGRX,  Opportunity,Energy Source,Renewable price stability ,RCP8.5,2020,0.00291,21
EGRX,  Opportunity,Energy Source,Renewable price stability ,RCP8.5,2030,0.245835,21
EGRX,  Opportunity,Energy Source,Renewable price stability ,RCP8.5,2040,0.52173,21
EGRX,  Opportunity,Energy Source,Renewable price stability ,RCP8.5,2050,0.690204,21
EGRX,  Opportunity,Energy Source,Renewable price stability ,RCP8.5,2060,1.28209,21
EGRX,  Opportunity,Energy Source,Renewable price stability ,RCP8.5,2070,1.85131,21
EGRX,  Opportunity,Energy Source,Renewable price stability ,RCP8.5,2080,2.19159,21
EGRX,  Opportunity,Energy Source,Renewable price stability ,RCP8.5,2090,2.80587,21
EGRX,  Transition Risk,Market,Reputation damage ,RCP8.5,2010,0.028655,21
EGRX,  Transition Risk,Market,Reputation damage ,RCP8.5,2020,0.00485,21
EGRX,  Transition Risk,Market,Reputation damage ,RCP8.5,2030,0.409725,21
EGRX,  Transition Risk,Market,Reputation damage ,RCP8.5,2040,0.86955,21
EGRX,  Transition Risk,Market,Reputation damage ,RCP8.5,2050,1.15034,21
EGRX,  Transition Risk,Market,Reputation damage ,RCP8.5,2060,2.13681,21
EGRX,  Transition Risk,Market,Reputation damage ,RCP8.5,2070,3.08551,21
EGRX,  Transition Risk,Market,Reputation damage ,RCP8.5,2080,3.65266,21
EGRX,  Transition Risk,Market,Reputation damage ,RCP8.5,2090,4.67645,21
EGRX,  Physical Risk,Acute,Storm damage ,RCP8.5,2010,0.40117,21
EGRX,  Physical Risk,Acute,Storm damage ,RCP8.5,2020,0.0679,21
EGRX,  Physical Risk,Acute,Storm damage ,RCP8.5,2030,5.73615,21
EGRX,  Physical Risk,Acute,Storm damage ,RCP8.5,2040,12.1737,21
EGRX,  Physical Risk,Acute,Storm damage ,RCP8.5,2050,16.1048,21
EGRX,  Physical Risk,Acute,Storm damage ,RCP8.5,2060,29.9153,21
EGRX,  Physical Risk,Acute,Storm damage ,RCP8.5,2070,43.1972,21
EGRX,  Physical Risk,Acute,Storm damage ,RCP8.5,2080,51.1373,21
EGRX,  Physical Risk,Acute,Storm damage ,RCP8.5,2090,65.4702,21
EGRX,  Physical Risk,Chronic,Temperature extremes ,RCP8.5,2010,0.5731,21
EGRX,  Physical Risk,Chronic,Temperature extremes ,RCP8.5,2020,0.097,21
EGRX,  Physical Risk,Chronic,Temperature extremes ,RCP8.5,2030,8.1945,21
EGRX,  Physical Risk,Chronic,Temperature extremes ,RCP8.5,2040,17.391,21
EGRX,  Physical Risk,Chronic,Temperature extremes ,RCP8.5,2050,23.0068,21
EGRX,  Physical Risk,Chronic,Temperature extremes ,RCP8.5,2060,42.7362,21
EGRX,  Physical Risk,Chronic,Temperature extremes ,RCP8.5,2070,61.7103,21
EGRX,  Physical Risk,Chronic,Temperature extremes ,RCP8.5,2080,73.0532,21
EGRX,  Physical Risk,Chronic,Temperature extremes ,RCP8.5,2090,93.5289,21
EGRX,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2010,0.103158,21
EGRX,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2020,0.01746,21
EGRX,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2030,1.47501,21
EGRX,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2040,3.13038,21
EGRX,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2050,4.14122,21
EGRX,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2060,7.69252,21
EGRX,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2070,11.1079,21
EGRX,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2080,13.1496,21
EGRX,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2090,16.8352,21
AWK,  Transition Risk,Policy and Legal,Carbon pricing ,RCP8.5,2010,20.1966,22
AWK,  Transition Risk,Policy and Legal,Carbon pricing ,RCP8.5,2020,127.764,22
AWK,  Transition Risk,Policy and Legal,Carbon pricing ,RCP8.5,2030,162.836,22
AWK,  Transition Risk,Policy and Legal,Carbon pricing ,RCP8.5,2040,163.598,22
AWK,  Transition Risk,Policy and Legal,Carbon pricing ,RCP8.5,2050,234.422,22
AWK,  Transition Risk,Policy and Legal,Carbon pricing ,RCP8.5,2060,234.422,22
AWK,  Transition Risk,Policy and Legal,Carbon pricing ,RCP8.5,2070,336.626,22
AWK,  Transition Risk,Policy and Legal,Carbon pricing ,RCP8.5,2080,471.393,22
AWK,  Transition Risk,Policy and Legal,Carbon pricing ,RCP8.5,2090,563.619,22
AWK,  Physical Risk,Chronic,Coastal flooding ,RCP8.5,2010,10.7902,22
AWK,  Physical Risk,Chronic,Coastal flooding ,RCP8.5,2020,87.967,22
AWK,  Physical Risk,Chronic,Coastal flooding ,RCP8.5,2030,168.993,22
AWK,  Physical Risk,Chronic,Coastal flooding ,RCP8.5,2040,416.093,22
AWK,  Physical Risk,Chronic,Coastal flooding ,RCP8.5,2050,948.628,22
AWK,  Physical Risk,Chronic,Coastal flooding ,RCP8.5,2060,1084.06,22
AWK,  Physical Risk,Chronic,Coastal flooding ,RCP8.5,2070,1132.62,22
AWK,  Physical Risk,Chronic,Coastal flooding ,RCP8.5,2080,1200,22
AWK,  Physical Risk,Chronic,Coastal flooding ,RCP8.5,2090,1200,22
AWK,  Physical Risk,Chronic,Drought ,RCP8.5,2010,126,22
AWK,  Physical Risk,Chronic,Drought ,RCP8.5,2020,0,22
AWK,  Physical Risk,Chronic,Drought ,RCP8.5,2030,216,22
AWK,  Physical Risk,Chronic,Drought ,RCP8.5,2040,99,22
AWK,  Physical Risk,Chronic,Drought ,RCP8.5,2050,117,22
AWK,  Physical Risk,Chronic,Drought ,RCP8.5,2060,67.5,22
AWK,  Physical Risk,Chronic,Drought ,RCP8.5,2070,459,22
AWK,  Physical Risk,Chronic,Drought ,RCP8.5,2080,702,22
AWK,  Physical Risk,Chronic,Drought ,RCP8.5,2090,243,22
AWK,  Physical Risk,Acute,Employee impacts ,RCP8.5,2010,1.74631,22
AWK,  Physical Risk,Acute,Employee impacts ,RCP8.5,2020,1.62585,22
AWK,  Physical Risk,Acute,Employee impacts ,RCP8.5,2030,10.1056,22
AWK,  Physical Risk,Acute,Employee impacts ,RCP8.5,2040,18.4192,22
AWK,  Physical Risk,Acute,Employee impacts ,RCP8.5,2050,24.7176,22
AWK,  Physical Risk,Acute,Employee impacts ,RCP8.5,2060,38.7633,22
AWK,  Physical Risk,Acute,Employee impacts ,RCP8.5,2070,64.9448,22
AWK,  Physical Risk,Acute,Employee impacts ,RCP8.5,2080,92.004,22
AWK,  Physical Risk,Acute,Employee impacts ,RCP8.5,2090,105.965,22
AWK,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2010,4.65683,22
AWK,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2020,4.3356,22
AWK,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2030,26.9483,22
AWK,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2040,49.1178,22
AWK,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2050,65.9136,22
AWK,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2060,103.369,22
AWK,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2070,173.186,22
AWK,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2080,245.344,22
AWK,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2090,282.574,22
AWK,  Opportunity,Resilience,Energy resilience ,RCP8.5,2010,4.36578,22
AWK,  Opportunity,Resilience,Energy resilience ,RCP8.5,2020,4.06463,22
AWK,  Opportunity,Resilience,Energy resilience ,RCP8.5,2030,25.264,22
AWK,  Opportunity,Resilience,Energy resilience ,RCP8.5,2040,46.0479,22
AWK,  Opportunity,Resilience,Energy resilience ,RCP8.5,2050,61.7939,22
AWK,  Opportunity,Resilience,Energy resilience ,RCP8.5,2060,96.9082,22
AWK,  Opportunity,Resilience,Energy resilience ,RCP8.5,2070,162.362,22
AWK,  Opportunity,Resilience,Energy resilience ,RCP8.5,2080,230.01,22
AWK,  Opportunity,Resilience,Energy resilience ,RCP8.5,2090,264.913,22
AWK,  Transition Risk,Policy and Legal,Litigation risk ,RCP8.5,2010,2.32842,22
AWK,  Transition Risk,Policy and Legal,Litigation risk ,RCP8.5,2020,2.1678,22
AWK,  Transition Risk,Policy and Legal,Litigation risk ,RCP8.5,2030,13.4742,22
AWK,  Transition Risk,Policy and Legal,Litigation risk ,RCP8.5,2040,24.5589,22
AWK,  Transition Risk,Policy and Legal,Litigation risk ,RCP8.5,2050,32.9568,22
AWK,  Transition Risk,Policy and Legal,Litigation risk ,RCP8.5,2060,51.6844,22
AWK,  Transition Risk,Policy and Legal,Litigation risk ,RCP8.5,2070,86.5931,22
AWK,  Transition Risk,Policy and Legal,Litigation risk ,RCP8.5,2080,122.672,22
AWK,  Transition Risk,Policy and Legal,Litigation risk ,RCP8.5,2090,141.287,22
AWK,  Opportunity,Resource Efficiency,Materials Efficiency ,RCP8.5,2010,3.49262,22
AWK,  Opportunity,Resource Efficiency,Materials Efficiency ,RCP8.5,2020,3.2517,22
AWK,  Opportunity,Resource Efficiency,Materials Efficiency ,RCP8.5,2030,20.2112,22
AWK,  Opportunity,Resource Efficiency,Materials Efficiency ,RCP8.5,2040,36.8383,22
AWK,  Opportunity,Resource Efficiency,Materials Efficiency ,RCP8.5,2050,49.4352,22
AWK,  Opportunity,Resource Efficiency,Materials Efficiency ,RCP8.5,2060,77.5266,22
AWK,  Opportunity,Resource Efficiency,Materials Efficiency ,RCP8.5,2070,129.89,22
AWK,  Opportunity,Resource Efficiency,Materials Efficiency ,RCP8.5,2080,184.008,22
AWK,  Opportunity,Resource Efficiency,Materials Efficiency ,RCP8.5,2090,211.93,22
AWK,  Transition Risk,Reputation,Materials cost ,RCP8.5,2010,2.91052,22
AWK,  Transition Risk,Reputation,Materials cost ,RCP8.5,2020,2.70975,22
AWK,  Transition Risk,Reputation,Materials cost ,RCP8.5,2030,16.8427,22
AWK,  Transition Risk,Reputation,Materials cost ,RCP8.5,2040,30.6986,22
AWK,  Transition Risk,Reputation,Materials cost ,RCP8.5,2050,41.196,22
AWK,  Transition Risk,Reputation,Materials cost ,RCP8.5,2060,64.6055,22
AWK,  Transition Risk,Reputation,Materials cost ,RCP8.5,2070,108.241,22
AWK,  Transition Risk,Reputation,Materials cost ,RCP8.5,2080,153.34,22
AWK,  Transition Risk,Reputation,Materials cost ,RCP8.5,2090,176.609,22
AWK,  Transition Risk,Technology,New technology ,RCP8.5,2010,2.03736,22
AWK,  Transition Risk,Technology,New technology ,RCP8.5,2020,1.89682,22
AWK,  Transition Risk,Technology,New technology ,RCP8.5,2030,11.7899,22
AWK,  Transition Risk,Technology,New technology ,RCP8.5,2040,21.489,22
AWK,  Transition Risk,Technology,New technology ,RCP8.5,2050,28.8372,22
AWK,  Transition Risk,Technology,New technology ,RCP8.5,2060,45.2238,22
AWK,  Transition Risk,Technology,New technology ,RCP8.5,2070,75.7691,22
AWK,  Transition Risk,Technology,New technology ,RCP8.5,2080,107.338,22
AWK,  Transition Risk,Technology,New technology ,RCP8.5,2090,123.626,22
AWK,  Opportunity,Energy Source,Renewable price stability ,RCP8.5,2010,0.873156,22
AWK,  Opportunity,Energy Source,Renewable price stability ,RCP8.5,2020,0.812925,22
AWK,  Opportunity,Energy Source,Renewable price stability ,RCP8.5,2030,5.05281,22
AWK,  Opportunity,Energy Source,Renewable price stability ,RCP8.5,2040,9.20958,22
AWK,  Opportunity,Energy Source,Renewable price stability ,RCP8.5,2050,12.3588,22
AWK,  Opportunity,Energy Source,Renewable price stability ,RCP8.5,2060,19.3816,22
AWK,  Opportunity,Energy Source,Renewable price stability ,RCP8.5,2070,32.4724,22
AWK,  Opportunity,Energy Source,Renewable price stability ,RCP8.5,2080,46.002,22
AWK,  Opportunity,Energy Source,Renewable price stability ,RCP8.5,2090,52.9826,22
AWK,  Transition Risk,Market,Reputation damage ,RCP8.5,2010,1.45526,22
AWK,  Transition Risk,Market,Reputation damage ,RCP8.5,2020,1.35487,22
AWK,  Transition Risk,Market,Reputation damage ,RCP8.5,2030,8.42135,22
AWK,  Transition Risk,Market,Reputation damage ,RCP8.5,2040,15.3493,22
AWK,  Transition Risk,Market,Reputation damage ,RCP8.5,2050,20.598,22
AWK,  Transition Risk,Market,Reputation damage ,RCP8.5,2060,32.3027,22
AWK,  Transition Risk,Market,Reputation damage ,RCP8.5,2070,54.1208,22
AWK,  Transition Risk,Market,Reputation damage ,RCP8.5,2080,76.67,22
AWK,  Transition Risk,Market,Reputation damage ,RCP8.5,2090,88.3043,22
AWK,  Physical Risk,Acute,Storm damage ,RCP8.5,2010,20.3736,22
AWK,  Physical Risk,Acute,Storm damage ,RCP8.5,2020,18.9682,22
AWK,  Physical Risk,Acute,Storm damage ,RCP8.5,2030,117.899,22
AWK,  Physical Risk,Acute,Storm damage ,RCP8.5,2040,214.89,22
AWK,  Physical Risk,Acute,Storm damage ,RCP8.5,2050,288.372,22
AWK,  Physical Risk,Acute,Storm damage ,RCP8.5,2060,452.238,22
AWK,  Physical Risk,Acute,Storm damage ,RCP8.5,2070,757.69,22
AWK,  Physical Risk,Acute,Storm damage ,RCP8.5,2080,1073.38,22
AWK,  Physical Risk,Acute,Storm damage ,RCP8.5,2090,1236.26,22
AWK,  Physical Risk,Chronic,Temperature extremes ,RCP8.5,2010,29.1052,22
AWK,  Physical Risk,Chronic,Temperature extremes ,RCP8.5,2020,27.0975,22
AWK,  Physical Risk,Chronic,Temperature extremes ,RCP8.5,2030,168.427,22
AWK,  Physical Risk,Chronic,Temperature extremes ,RCP8.5,2040,306.986,22
AWK,  Physical Risk,Chronic,Temperature extremes ,RCP8.5,2050,411.96,22
AWK,  Physical Risk,Chronic,Temperature extremes ,RCP8.5,2060,646.055,22
AWK,  Physical Risk,Chronic,Temperature extremes ,RCP8.5,2070,1082.41,22
AWK,  Physical Risk,Chronic,Temperature extremes ,RCP8.5,2080,1533.4,22
AWK,  Physical Risk,Chronic,Temperature extremes ,RCP8.5,2090,1766.09,22
AWK,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2010,5.23894,22
AWK,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2020,4.87755,22
AWK,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2030,30.3168,22
AWK,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2040,55.2575,22
AWK,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2050,74.1528,22
AWK,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2060,116.29,22
AWK,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2070,194.835,22
AWK,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2080,276.012,22
AWK,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2090,317.896,22
HPQ,  Transition Risk,Policy and Legal,Carbon pricing ,RCP8.5,2010,6.4038,3
HPQ,  Transition Risk,Policy and Legal,Carbon pricing ,RCP8.5,2020,40.5106,3
HPQ,  Transition Risk,Policy and Legal,Carbon pricing ,RCP8.5,2030,51.6308,3
HPQ,  Transition Risk,Policy and Legal,Carbon pricing ,RCP8.5,2040,51.8726,3
HPQ,  Transition Risk,Policy and Legal,Carbon pricing ,RCP8.5,2050,74.3288,3
HPQ,  Transition Risk,Policy and Legal,Carbon pricing ,RCP8.5,2060,74.3288,3
HPQ,  Transition Risk,Policy and Legal,Carbon pricing ,RCP8.5,2070,106.735,3
HPQ,  Transition Risk,Policy and Legal,Carbon pricing ,RCP8.5,2080,149.466,3
HPQ,  Transition Risk,Policy and Legal,Carbon pricing ,RCP8.5,2090,178.708,3
HPQ,  Physical Risk,Chronic,Coastal flooding ,RCP8.5,2010,2.02048,3
HPQ,  Physical Risk,Chronic,Coastal flooding ,RCP8.5,2020,12.4195,3
HPQ,  Physical Risk,Chronic,Coastal flooding ,RCP8.5,2030,96.1942,3
HPQ,  Physical Risk,Chronic,Coastal flooding ,RCP8.5,2040,175.729,3
HPQ,  Physical Risk,Chronic,Coastal flooding ,RCP8.5,2050,226.735,3
HPQ,  Physical Risk,Chronic,Coastal flooding ,RCP8.5,2060,264.108,3
HPQ,  Physical Risk,Chronic,Coastal flooding ,RCP8.5,2070,307.838,3
HPQ,  Physical Risk,Chronic,Coastal flooding ,RCP8.5,2080,320,3
HPQ,  Physical Risk,Chronic,Coastal flooding ,RCP8.5,2090,320,3
HPQ,  Physical Risk,Chronic,Drought ,RCP8.5,2010,36,3
HPQ,  Physical Risk,Chronic,Drought ,RCP8.5,2020,31.5,3
HPQ,  Physical Risk,Chronic,Drought ,RCP8.5,2030,67.5,3
HPQ,  Physical Risk,Chronic,Drought ,RCP8.5,2040,76.5,3
HPQ,  Physical Risk,Chronic,Drought ,RCP8.5,2050,121.5,3
HPQ,  Physical Risk,Chronic,Drought ,RCP8.5,2060,153,3
HPQ,  Physical Risk,Chronic,Drought ,RCP8.5,2070,220.5,3
HPQ,  Physical Risk,Chronic,Drought ,RCP8.5,2080,171,3
HPQ,  Physical Risk,Chronic,Drought ,RCP8.5,2090,211.5,3
HPQ,  Physical Risk,Acute,Employee impacts ,RCP8.5,2010,1.81415,3
HPQ,  Physical Risk,Acute,Employee impacts ,RCP8.5,2020,4.02916,3
HPQ,  Physical Risk,Acute,Employee impacts ,RCP8.5,2030,11.7384,3
HPQ,  Physical Risk,Acute,Employee impacts ,RCP8.5,2040,18.5473,3
HPQ,  Physical Risk,Acute,Employee impacts ,RCP8.5,2050,26.1795,3
HPQ,  Physical Risk,Acute,Employee impacts ,RCP8.5,2060,37.58,3
HPQ,  Physical Risk,Acute,Employee impacts ,RCP8.5,2070,45.4971,3
HPQ,  Physical Risk,Acute,Employee impacts ,RCP8.5,2080,54.7814,3
HPQ,  Physical Risk,Acute,Employee impacts ,RCP8.5,2090,60.7073,3
HPQ,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2010,4.83774,3
HPQ,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2020,10.7444,3
HPQ,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2030,31.3023,3
HPQ,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2040,49.4595,3
HPQ,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2050,69.8118,3
HPQ,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2060,100.213,3
HPQ,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2070,121.325,3
